村志代码 Gazetteer Code,村志书名 Gazetteer Title,Category,Division1,Division2,Division3,Division4,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
850,永联村志,迁出 Migration Out,,人数 number of people,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,迁入 Migration In,,人数 number of people,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,631,486,n/a,297,455,239,1844,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,140,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,51,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,残疾人数 Disabled Population,,,,视力残疾 Blindness,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,29,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
851,北焦村志,户数 Number of Households,,,,,192,198,205,212,219,226,222,229,230,231,232,247,257,258,266,275,280,283,287,306,305,322,325,338,344,379,386,377,380,389,394,400,414,424,430,438,445,n/a,460,475,480,483,500,n/a,582,585,585,n/a,586,587,589,n/a,n/a,588,589,590,591,600,609,613,631,647,650,653,656,656,n/a,n/a,n/a,n/a,n/a
851,北焦村志,人口 Population,男性人口 Male Population,,,,408,405,411,414,424,441,458,472,484,502,467,493,567,563,588,614,664,627,650,669,725,745,749,756,797,842,817,804,820,822,830,840,840,844,823,843,857,n/a,858,890,900,853,965,n/a,1129,1138,1148,n/a,1133,1100,1134,n/a,n/a,1165,1213,1117,1231,1250,1255,1220,1251,1275,1280,1300,1470,n/a,n/a,n/a,n/a,n/a,n/a
851,北焦村志,人口 Population,女性人口 Female Population,,,,459,473,482,495,495,521,487,522,536,540,597,520,511,583,601,622,611,703,708,736,743,779,804,808,811,821,852,851,850,850,850,848,860,871,900,900,912,n/a,922,902,910,860,980,n/a,1117,1135,1131,n/a,1066,1090,1150,n/a,n/a,1213,1117,1215,1160,1150,1157,1130,1250,1285,1286,1312,1511,n/a,n/a,n/a,n/a,n/a,n/a
851,北焦村志,人口 Population,总人口 Total Population,,,,867,878,893,909,919,962,945,994,1020,1042,1064,1013,1078,1146,1189,1236,1275,1330,1358,1405,1468,1524,1553,1564,1608,1663,1669,1666,1670,1672,1680,1688,1700,1715,1723,1743,1769,n/a,1780,1792,1810,1713,1945,n/a,2246,2273,2279,n/a,2279,2299,2284,n/a,n/a,2290,2330,2332,2391,2400,2412,2450,2561,2660,2752,2812,2981,2981,n/a,n/a,n/a,n/a,n/a
851,北焦村志,迁入 Migration In,,知识青年 Educated Youth,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
852,北海山村志,户数 Number of Households,,,,,89,89,90,93,94,95,95,95,95,95,98,92,113,117,117,117,118,118,117,120,127,129,102,125,122,121,119,123,132,126,129,n/a,n/a,n/a,n/a,n/a,155,155,155,155,159,170,n/a,177,182,188,188,188,188,161,166,177,177,174,174,174,174,174,174,174,170,170,174,200,202,205,205,n/a,n/a,n/a,n/a
852,北海山村志,人口 Population,总人口 Total Population,,,,385,383,395,409,405,418,433,433,446,428,434,436,432,469,475,495,503,512,516,522,540,550,544,528,530,532,529,527,532,538,523,n/a,n/a,n/a,n/a,n/a,570,575,597,609,625,663,n/a,654,646,647,621,622,612,633,628,657,626,614,607,603,604,609,620,626,633,650,666,705,738,755,755,n/a,n/a,n/a,n/a
852,北海山村志,人口 Population,男性人口 Male Population,,,,176,180,188,197,185,190,202,202,211,221,209,220,218,223,234,246,248,248,249,254,264,267,262,253,255,257,255,249,250,251,239,n/a,n/a,n/a,n/a,n/a,278,280,304,309,311,327,n/a,330,328,319,311,311,309,320,309,322,334,302,295,294,296,297,302,306,311,320,331,345,358,367,368,n/a,n/a,n/a,n/a
852,北海山村志,人口 Population,女性人口 Female Population,,,,209,203,207,212,220,228,231,231,235,207,225,216,214,246,241,249,255,264,267,268,276,283,282,275,275,275,274,278,282,287,284,n/a,n/a,n/a,n/a,n/a,292,295,293,300,314,336,n/a,324,318,328,310,311,302,313,319,335,292,312,312,309,308,312,318,320,322,330,335,360,380,388,387,n/a,n/a,n/a,n/a
853,坂田村志,户数 Number of Households,,,,,n/a,67,n/a,n/a,n/a,n/a,n/a,72,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,85,92,99,103,108,114,117,120,124,124,127,128,130,126,126,138,141,141,149,168,173,177,177,177,177,170,176,160,161,161,161,163,161,201,207,215,208,208,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
853,坂田村志,人口 Population,男性人口 Male Population,,,,n/a,134,n/a,n/a,n/a,n/a,n/a,164,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,211,216,226,232,238,241,248,253,256,254,254,254,252,262,n/a,255,264,263,262,262,265,273,276,280,290,300,300,300,277,280,276,283,283,291,294,299,296,298,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
853,坂田村志,人口 Population,女性人口 Female Population,,,,n/a,110,n/a,n/a,n/a,n/a,n/a,160,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,229,242,251,257,261,262,266,272,272,274,270,269,268,254,n/a,272,263,262,262,261,265,270,272,275,276,267,266,265,289,289,289,297,294,311,304,305,308,308,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
853,坂田村志,人口 Population,总人口 Total Population,,,,n/a,244,n/a,n/a,n/a,n/a,n/a,324,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,430,458,477,489,499,503,514,525,528,528,524,523,520,516,522,527,527,525,524,523,530,543,548,555,566,567,566,565,566,569,565,580,577,602,598,604,604,606,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
853,坂田村志,出生人数 Number of Births,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,7,2,8,11,11,5,9,13,8,13,10,7,9,6,9,6,14,6,8,8,5,7,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
853,坂田村志,自然出生率 Birth Rate (‰),,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.75,13.4,3.8,15.18,20.95,20.99,9.56,16.98,23.94,14.6,23.42,17.67,12.35,15.9,10.62,15.9,10.54,24.78,10.34,13.86,13.29,8.36,11.59,6.62,6.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
853,坂田村志,死亡人数 Number of Deaths,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,2,5,2,3,8,5,2,1,4,3,3,3,6,4,4,5,8,2,3,0,5,2,7,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
853,坂田村志,死亡率 Death Rate (‰),,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.88,3.83,9.49,3.8,5.71,15.27,9.56,3.77,1.8,7.3,5.41,5.3,5.29,10.6,7.08,7.07,8.79,14.16,3.45,5.2,0,8.36,3.31,11.59,6.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
853,坂田村志,自然增长率 Natural Population Growth Rate (‰),,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.88,9.58,-5.69,11.39,15.24,5.73,0,13.21,22.1,7.3,18.02,12.37,7.05,5.3,3.54,8.83,1.76,10.62,6.9,8.67,13.29,0,8.28,-4.97,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
853,坂田村志,迁入 Migration In,,人数 number of people,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,6,6,3,3,4,7,10,10,4,2,4,6,5,3,2,3,n/a,12,1,22,6,3,1,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
853,坂田村志,迁出 Migration Out,,人数 number of people,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,7,1,6,12,7,7,9,8,5,7,1,7,9,6,4,1,7,3,8,6,6,2,1,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
853,坂田村志,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,598,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
854,塘头村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,454,478,475,466,480,501,515,512,513,524,524,529,527,525,551,553,559,565,561,564,578,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
854,塘头村志,人口 Population,总人口 Total Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,812,838,848,869,891,924,1003,1037,1061,1094,1126,1135,1193,1227,1269,1324,1365,1412,1457,1493,1484,1525,1546,1516,1515,1513,1524,1539,1556,1535,1566,1584,1600,1635,1661,1697,1729,1736,1746,1762,1794,1792,1744,1762,1795,1795,1854,1890,1904,1907,1937,1946,1958,1977,2005,2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
854,塘头村志,人口 Population,男性人口 Male Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,555,574,596,620,634,663,682,695,695,717,723,709,713,713,725,729,737,734,750,758,763,781,790,805,817,821,833,847,860,863,838,847,870,870,901,910,922,928,940,945,948,961,973,979,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
854,塘头村志,人口 Population,女性人口 Female Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,638,653,673,704,722,749,775,798,789,808,823,807,802,800,799,810,819,801,816,826,837,854,871,892,912,915,913,915,934,929,906,915,925,925,953,980,982,979,997,1001,1010,1016,1032,1036,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
854,塘头村志,出生人数 Number of Births,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32,48,45,57,54,46,41,21,27,26,27,22,33,26,24,26,11,41,34,44,37,26,35,41,29,44,39,46,27,28,15,30,26,18,24,13,13,23,15,17,27,25,16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
854,塘头村志,死亡人数 Number of Deaths,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,19,7,12,14,16,8,10,4,2,4,8,15,8,16,7,11,11,7,15,7,8,10,10,15,8,15,10,13,9,5,4,10,10,9,11,10,8,7,4,7,9,11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
854,塘头村志,迁入 Migration In,,人数 number of people,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21,18,26,20,21,27,14,12,38,20,18,34,19,20,20,24,21,20,13,21,31,28,24,20,14,24,18,32,17,21,25,29,20,17,34,17,10,17,13,12,14,19,16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
854,塘头村志,迁出 Migration Out,,人数 number of people,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9,5,9,24,14,12,11,35,20,23,71,49,39,27,13,26,42,19,22,34,26,20,13,19,21,53,26,36,33,18,14,23,11,2,13,10,3,0,12,12,15,8,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
854,塘头村志,迁入 Migration In,,知识青年 Educated Youth,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
855,梨川村志,户数 Number of Households,,,,,202,n/a,n/a,202,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,243,n/a,n/a,n/a,n/a,n/a,n/a,294,292,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,423,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
855,梨川村志,人口 Population,男性人口 Male Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,504,n/a,n/a,n/a,n/a,n/a,n/a,646,643,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
855,梨川村志,人口 Population,女性人口 Female Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,513,n/a,n/a,n/a,n/a,n/a,n/a,659,677,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
855,梨川村志,人口 Population,总人口 Total Population,,,,805,n/a,n/a,800,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1017,n/a,n/a,n/a,n/a,n/a,n/a,1305,1320,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1609,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
855,梨川村志,死亡人数 Number of Deaths,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
855,梨川村志,流动人口/暂住人口 Migratory/Temporary Population,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
855,梨川村志,迁入 Migration In,,人数 number of people,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
855,梨川村志,迁出 Migration Out,,人数 number of people,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
855,梨川村志,出生人数 Number of Births,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
856,南皋村志,户数 Number of Households,,,,,80,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,152,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,193,190,n/a,n/a,n/a,n/a,n/a,n/a,n/a,285,290,297,312,320,302,n/a,n/a,n/a,n/a,322,332,n/a,n/a,n/a,761,n/a,352,n/a,522,n/a,n/a,n/a,n/a,591,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
856,南皋村志,人口 Population,总人口 Total Population,,,,300,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,666,n/a,700,n/a,n/a,n/a,n/a,n/a,n/a,n/a,770,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,760,758,880,664,637,621,625,n/a,n/a,n/a,776,781,n/a,796,n/a,1138,n/a,1175,n/a,1203,1233,n/a,n/a,n/a,1405,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
